image_path,source,source_group,group,is_malignant,is_melanoma,pooled,loso_atlas,loso_stanford
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000309.png,ddi,stanford,ddi_image_000309,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000049.png,ddi,stanford,ddi_image_000049,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000317.png,ddi,stanford,ddi_image_000317,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000306.png,ddi,stanford,ddi_image_000306,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000286.png,ddi,stanford,ddi_image_000286,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000269.png,ddi,stanford,ddi_image_000269,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000272.png,ddi,stanford,ddi_image_000272,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000274.png,ddi,stanford,ddi_image_000274,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000267.png,ddi,stanford,ddi_image_000267,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000316.png,ddi,stanford,ddi_image_000316,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000276.png,ddi,stanford,ddi_image_000276,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000311.png,ddi,stanford,ddi_image_000311,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000324.png,ddi,stanford,ddi_image_000324,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000321.png,ddi,stanford,ddi_image_000321,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000268.png,ddi,stanford,ddi_image_000268,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000282.png,ddi,stanford,ddi_image_000282,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000270.png,ddi,stanford,ddi_image_000270,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000287.png,ddi,stanford,ddi_image_000287,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000284.png,ddi,stanford,ddi_image_000284,False,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000308.png,ddi,stanford,ddi_image_000308,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000266.png,ddi,stanford,ddi_image_000266,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000263.png,ddi,stanford,ddi_image_000263,True,True,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000261.png,ddi,stanford,ddi_image_000261,True,True,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000045.png,ddi,stanford,ddi_image_000045,True,True,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000041.png,ddi,stanford,ddi_image_000041,True,True,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000043.png,ddi,stanford,ddi_image_000043,True,True,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000050.png,ddi,stanford,ddi_image_000050,True,True,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000397.png,ddi,stanford,ddi_image_000397,True,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000395.png,ddi,stanford,ddi_image_000395,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000401.png,ddi,stanford,ddi_image_000401,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000422.png,ddi,stanford,ddi_image_000422,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000367.png,ddi,stanford,ddi_image_000367,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000368.png,ddi,stanford,ddi_image_000368,True,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000369.png,ddi,stanford,ddi_image_000369,True,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000377.png,ddi,stanford,ddi_image_000377,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000376.png,ddi,stanford,ddi_image_000376,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000372.png,ddi,stanford,ddi_image_000372,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000373.png,ddi,stanford,ddi_image_000373,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000374.png,ddi,stanford,ddi_image_000374,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000378.png,ddi,stanford,ddi_image_000378,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000379.png,ddi,stanford,ddi_image_000379,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000375.png,ddi,stanford,ddi_image_000375,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000262.png,ddi,stanford,ddi_image_000262,True,True,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000400.png,ddi,stanford,ddi_image_000400,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000334.png,ddi,stanford,ddi_image_000334,False,False,val,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000399.png,ddi,stanford,ddi_image_000399,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000381.png,ddi,stanford,ddi_image_000381,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000366.png,ddi,stanford,ddi_image_000366,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000354.png,ddi,stanford,ddi_image_000354,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000427.png,ddi,stanford,ddi_image_000427,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000432.png,ddi,stanford,ddi_image_000432,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000417.png,ddi,stanford,ddi_image_000417,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000357.png,ddi,stanford,ddi_image_000357,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000355.png,ddi,stanford,ddi_image_000355,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000332.png,ddi,stanford,ddi_image_000332,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000426.png,ddi,stanford,ddi_image_000426,False,False,val,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000434.png,ddi,stanford,ddi_image_000434,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000418.png,ddi,stanford,ddi_image_000418,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000329.png,ddi,stanford,ddi_image_000329,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000429.png,ddi,stanford,ddi_image_000429,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000396.png,ddi,stanford,ddi_image_000396,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000331.png,ddi,stanford,ddi_image_000331,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000425.png,ddi,stanford,ddi_image_000425,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000415.png,ddi,stanford,ddi_image_000415,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000330.png,ddi,stanford,ddi_image_000330,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000433.png,ddi,stanford,ddi_image_000433,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000435.png,ddi,stanford,ddi_image_000435,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000419.png,ddi,stanford,ddi_image_000419,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000416.png,ddi,stanford,ddi_image_000416,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000358.png,ddi,stanford,ddi_image_000358,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000437.png,ddi,stanford,ddi_image_000437,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000304.png,ddi,stanford,ddi_image_000304,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000370.png,ddi,stanford,ddi_image_000370,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000260.png,ddi,stanford,ddi_image_000260,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000259.png,ddi,stanford,ddi_image_000259,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000424.png,ddi,stanford,ddi_image_000424,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000371.png,ddi,stanford,ddi_image_000371,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000436.png,ddi,stanford,ddi_image_000436,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000421.png,ddi,stanford,ddi_image_000421,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000052.png,ddi,stanford,ddi_image_000052,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000244.png,ddi,stanford,ddi_image_000244,True,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000039.png,ddi,stanford,ddi_image_000039,True,False,val,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000300.png,ddi,stanford,ddi_image_000300,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000040.png,ddi,stanford,ddi_image_000040,True,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000409.png,ddi,stanford,ddi_image_000409,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000364.png,ddi,stanford,ddi_image_000364,True,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000296.png,ddi,stanford,ddi_image_000296,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000299.png,ddi,stanford,ddi_image_000299,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000074.png,ddi,stanford,ddi_image_000074,True,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000302.png,ddi,stanford,ddi_image_000302,True,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000298.png,ddi,stanford,ddi_image_000298,True,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000410.png,ddi,stanford,ddi_image_000410,True,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000295.png,ddi,stanford,ddi_image_000295,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000408.png,ddi,stanford,ddi_image_000408,True,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000297.png,ddi,stanford,ddi_image_000297,True,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000294.png,ddi,stanford,ddi_image_000294,True,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000301.png,ddi,stanford,ddi_image_000301,True,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000038.png,ddi,stanford,ddi_image_000038,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000044.png,ddi,stanford,ddi_image_000044,True,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000359.png,ddi,stanford,ddi_image_000359,True,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000380.png,ddi,stanford,ddi_image_000380,False,False,val,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000385.png,ddi,stanford,ddi_image_000385,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000339.png,ddi,stanford,ddi_image_000339,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000349.png,ddi,stanford,ddi_image_000349,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000313.png,ddi,stanford,ddi_image_000313,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000342.png,ddi,stanford,ddi_image_000342,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000346.png,ddi,stanford,ddi_image_000346,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000341.png,ddi,stanford,ddi_image_000341,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000348.png,ddi,stanford,ddi_image_000348,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000257.png,ddi,stanford,ddi_image_000257,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000343.png,ddi,stanford,ddi_image_000343,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000258.png,ddi,stanford,ddi_image_000258,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000337.png,ddi,stanford,ddi_image_000337,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000338.png,ddi,stanford,ddi_image_000338,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000254.png,ddi,stanford,ddi_image_000254,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000353.png,ddi,stanford,ddi_image_000353,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000312.png,ddi,stanford,ddi_image_000312,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000351.png,ddi,stanford,ddi_image_000351,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000256.png,ddi,stanford,ddi_image_000256,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000253.png,ddi,stanford,ddi_image_000253,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000344.png,ddi,stanford,ddi_image_000344,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000340.png,ddi,stanford,ddi_image_000340,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000345.png,ddi,stanford,ddi_image_000345,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000255.png,ddi,stanford,ddi_image_000255,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000347.png,ddi,stanford,ddi_image_000347,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000350.png,ddi,stanford,ddi_image_000350,False,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000303.png,ddi,stanford,ddi_image_000303,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000352.png,ddi,stanford,ddi_image_000352,False,False,test,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000604.png,ddi,stanford,ddi_image_000604,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000515.png,ddi,stanford,ddi_image_000515,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000654.png,ddi,stanford,ddi_image_000654,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000081.png,ddi,stanford,ddi_image_000081,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000649.png,ddi,stanford,ddi_image_000649,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000618.png,ddi,stanford,ddi_image_000618,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000607.png,ddi,stanford,ddi_image_000607,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000070.png,ddi,stanford,ddi_image_000070,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000455.png,ddi,stanford,ddi_image_000455,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000539.png,ddi,stanford,ddi_image_000539,False,False,val,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000502.png,ddi,stanford,ddi_image_000502,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000538.png,ddi,stanford,ddi_image_000538,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000556.png,ddi,stanford,ddi_image_000556,False,False,test,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000578.png,ddi,stanford,ddi_image_000578,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000510.png,ddi,stanford,ddi_image_000510,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000492.png,ddi,stanford,ddi_image_000492,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000544.png,ddi,stanford,ddi_image_000544,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000573.png,ddi,stanford,ddi_image_000573,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000491.png,ddi,stanford,ddi_image_000491,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000489.png,ddi,stanford,ddi_image_000489,False,False,train,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000536.png,ddi,stanford,ddi_image_000536,False,False,val,train,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000514.png,ddi,stanford,ddi_image_000514,False,False,train,val,test
/home/abhinav-pathak/dermasense/data/raw/ddi/images/000501.png,ddi,stanford,ddi_image_000501,True,False,train,train,test
