width,height,aspect_ratio,mask_area_fraction,mask_degenerate,mask_touches_border,crop_blur,crop_contrast,source
465,490,0.9489795918367347,0.3576927185058594,False,False,1.0,1.0,DDI
281,231,1.2164502164502164,0.4190101623535156,False,False,1.0,0.6029804895040447,DDI
461,638,0.7225705329153606,0.44353485107421875,False,True,0.6568749260295005,0.8537357531176346,DDI
232,203,1.1428571428571428,0.15996932983398438,False,False,0.8805222060254304,0.7108578507596772,DDI
492,685,0.7182481751824817,0.4965972900390625,False,False,1.0,0.9528272399849242,DDI
393,488,0.805327868852459,0.4479179382324219,False,False,0.6722237345790029,1.0,DDI
463,358,1.2932960893854748,0.6118278503417969,False,False,1.0,0.6544833433777332,DDI
236,259,0.9111969111969112,0.7775802612304688,False,True,1.0,0.6493313502076654,DDI
360,483,0.7453416149068323,0.7877426147460938,False,False,0.10441549070216198,0.5360953969892941,DDI
495,553,0.895117540687161,0.9414329528808594,False,True,0.08315739574220213,0.7350080714336724,DDI
471,646,0.7291021671826625,0.35617828369140625,False,False,0.09919343354375057,1.0,DDI
468,645,0.7255813953488373,0.5829124450683594,False,False,0.3291974153055666,0.5935112766216142,DDI
884,646,1.368421052631579,0.08362197875976562,False,False,0.2165767772336825,1.0,DDI
465,362,1.2845303867403315,0.6939773559570312,False,True,0.8610854474867996,0.7534466987923538,DDI
307,350,0.8771428571428571,0.6334075927734375,False,False,0.10860437384687241,1.0,DDI
461,643,0.7169517884914464,0.55853271484375,False,True,0.8045444789941236,0.9121681891909555,DDI
409,374,1.0935828877005347,0.8148078918457031,False,True,0.3386729284929786,0.3806695263532985,DDI
481,301,1.5980066445182723,0.058811187744140625,False,False,0.07208865061673707,0.9684459145548907,DDI
472,644,0.7329192546583851,0.6144943237304688,False,True,1.0,1.0,DDI
469,567,0.8271604938271605,0.0210723876953125,False,False,0.2518983284046523,0.47574714827901143,DDI
475,638,0.7445141065830722,0.25041961669921875,False,False,0.5720037600812571,0.8844337099897162,DDI
245,300,0.8166666666666667,0.8062210083007812,False,True,0.7457937618140589,0.7716045809103003,DDI
525,700,0.75,0.5936012268066406,False,True,1.0,1.0,DDI
518,694,0.7463976945244957,0.5433006286621094,False,True,0.7662714607695433,1.0,DDI
495,297,1.6666666666666667,0.6576118469238281,False,True,0.9936180807783656,0.7785304276024698,DDI
290,240,1.2083333333333333,0.8530769348144531,False,True,0.8681179638987977,1.0,DDI
540,708,0.7627118644067796,0.31744384765625,False,False,1.0,0.8794130914019967,DDI
420,376,1.1170212765957446,0.5084152221679688,False,False,0.697949593955207,0.7798280974161942,DDI
525,451,1.164079822616408,0.7910041809082031,False,True,0.28149901682630635,0.6148649698445937,DDI
945,697,1.3558106169296986,0.5455131530761719,False,False,0.671572827210718,0.9408226806308757,DDI
953,696,1.3692528735632183,0.5583572387695312,False,False,0.6102441519357477,1.0,DDI
538,704,0.7642045454545454,0.3942680358886719,False,True,1.0,1.0,DDI
280,451,0.6208425720620843,0.4579887390136719,False,False,0.14430231918910255,0.7978614919058126,DDI
464,681,0.6813509544787077,0.7672080993652344,False,True,1.0,0.9363745710862622,DDI
526,696,0.7557471264367817,0.6885032653808594,False,True,1.0,1.0,DDI
383,449,0.8530066815144766,0.43744659423828125,False,True,1.0,1.0,DDI
543,707,0.768033946251768,0.002162933349609375,False,False,0.5024708431051041,0.5723424209319655,DDI
295,222,1.3288288288288288,0.230712890625,False,False,0.49060375293187236,0.7714971407248292,DDI
518,705,0.7347517730496453,0.5050926208496094,False,True,1.0,1.0,DDI
527,492,1.0711382113821137,0.43296051025390625,False,True,1.0,1.0,DDI
250,233,1.0729613733905579,0.7911911010742188,False,True,0.6072742836184125,0.6066591782776668,DDI
267,236,1.13135593220339,0.21756362915039062,False,False,1.0,0.5806817844387981,DDI
520,697,0.7460545193687231,0.3655967712402344,False,False,0.2635301958590338,1.0,DDI
539,705,0.7645390070921986,0.10539627075195312,False,False,0.9516018358001801,0.825822392471883,DDI
393,399,0.9849624060150376,0.2513999938964844,False,False,1.0,1.0,DDI
952,701,1.3580599144079886,0.23229217529296875,False,False,1.0,0.6512152745867934,DDI
538,706,0.7620396600566572,0.48795318603515625,False,True,0.4726799947020949,0.9792173057876292,DDI
155,218,0.7110091743119266,0.3354301452636719,False,True,0.23207466380314462,0.28580649194505053,DDI
376,447,0.8411633109619687,0.360809326171875,False,False,0.11508923431869228,0.2937719458682324,DDI
538,707,0.7609618104667609,0.16248703002929688,False,False,1.0,0.5541370357453904,DDI
950,701,1.355206847360913,0.5497360229492188,False,False,0.6391007816500193,1.0,DDI
364,564,0.6453900709219859,0.5114364624023438,False,True,0.7200835263562917,0.8192748085135946,DDI
387,518,0.747104247104247,0.5456809997558594,False,False,0.8637566189195266,0.7633646236475803,DDI
355,343,1.0349854227405249,0.18449020385742188,False,False,0.18127597974823856,0.4389251860583464,DDI
547,434,1.26036866359447,0.23465347290039062,False,False,0.41083611328229763,1.0,DDI
308,287,1.0731707317073171,0.54498291015625,False,False,1.0,0.7507079755382675,DDI
537,704,0.7627840909090909,0.3327674865722656,False,False,0.4764237389831575,1.0,DDI
942,688,1.369186046511628,0.12458038330078125,False,False,0.20252757149389125,0.8527058390219938,DDI
447,1066,0.41932457786116323,0.47519683837890625,False,False,0.14238609174275788,1.0,DDI
566,412,1.3737864077669903,0.19955825805664062,False,False,1.0,0.5524314654770378,DDI
463,280,1.6535714285714285,0.3445243835449219,False,True,0.6535599335338093,0.8124356609796934,DDI
533,700,0.7614285714285715,0.6328659057617188,False,False,0.07072773591748086,0.7455107316455895,DDI
525,392,1.3392857142857142,0.16745376586914062,False,False,0.21231390618964507,0.9832611395633178,DDI
453,483,0.937888198757764,0.005100250244140625,False,False,0.1549334418917721,0.4184424864083333,DDI
437,466,0.9377682403433476,0.21572494506835938,False,False,0.12720204448439879,0.5050525439450416,DDI
497,353,1.4079320113314449,0.0149688720703125,False,False,0.05516357746386103,0.616875229485043,DDI
531,699,0.759656652360515,0.600250244140625,False,False,0.4534736265394683,0.3923475267574037,DDI
546,447,1.221476510067114,0.31557464599609375,False,False,0.9464492196988039,0.9338431098652575,DDI
324,318,1.0188679245283019,0.02468109130859375,False,False,0.5261518403957607,0.46613432699480345,DDI
355,441,0.8049886621315193,0.31890869140625,False,False,0.722344938409164,0.7435234226889995,DDI
437,547,0.7989031078610603,0.0332489013671875,False,False,0.0716504831822295,0.574253722743112,DDI
715,706,1.0127478753541077,0.06416702270507812,False,False,0.6609239999906268,0.5339216062927559,DDI
539,702,0.7678062678062678,0.42057037353515625,False,False,0.6108565642926841,0.7915560390196197,DDI
949,697,1.3615494978479197,0.6637611389160156,False,False,0.2423408918658974,0.798901273844263,DDI
409,278,1.4712230215827338,0.0019989013671875,False,False,0.3469278216919638,0.3360020044141,DDI
519,699,0.7424892703862661,0.22049331665039062,False,False,1.0,0.804986365638093,DDI
499,467,1.068522483940043,0.2538795471191406,False,False,0.21348023060498048,1.0,DDI
547,701,0.7803138373751783,0.05078887939453125,False,False,1.0,0.6681450264634348,DDI
520,486,1.0699588477366255,0.3000679016113281,False,True,0.25223497900237,1.0,DDI
519,700,0.7414285714285714,0.03649139404296875,False,False,0.11238679714409516,0.7442815252399105,DDI
391,282,1.3865248226950355,0.141845703125,False,False,0.29842602027484477,0.683163709067638,DDI
380,322,1.1801242236024845,0.0396728515625,False,False,0.07199133412881097,0.6681404829327162,DDI
730,701,1.0413694721825963,0.21858978271484375,False,False,0.6822143461747916,0.7761207507788138,DDI
445,330,1.3484848484848484,0.08902740478515625,False,False,1.0,0.5711176187473742,DDI
525,701,0.7489300998573466,0.24373245239257812,False,False,1.0,0.6139201330567081,DDI
504,693,0.7272727272727273,0.316925048828125,False,False,0.11576611899984908,0.4439058619328321,DDI
514,249,2.0642570281124497,0.770263671875,False,True,0.5376606121937635,0.6159064647957366,DDI
531,698,0.7607449856733525,0.3513603210449219,False,False,1.0,0.6526363409327798,DDI
523,705,0.7418439716312056,0.24048995971679688,False,False,1.0,0.7053858286174799,DDI
530,704,0.7528409090909091,0.054447174072265625,False,False,0.06769264495977914,0.3279106599731858,DDI
532,519,1.02504816955684,0.16411209106445312,False,False,0.4192614263812694,0.9248640018609897,DDI
416,357,1.165266106442577,0.2982673645019531,False,False,1.0,0.6486411751834879,DDI
279,200,1.395,0.2958221435546875,False,False,0.4884591271823332,0.8754655292563973,DDI
531,708,0.75,0.343597412109375,False,False,0.5965574831487637,0.8394695878604054,DDI
242,155,1.5612903225806452,0.4089241027832031,False,False,0.33029370718594836,0.787593466267236,DDI
323,244,1.3237704918032787,0.420135498046875,False,False,0.42857598605031044,0.6104749684409592,DDI
517,700,0.7385714285714285,0.12648391723632812,False,False,0.285021935723322,0.9576112108610835,DDI
526,707,0.743988684582744,0.072723388671875,False,False,0.2648928106086069,0.7458240341800016,DDI
537,395,1.3594936708860759,0.24762344360351562,False,False,1.0,1.0,DDI
517,693,0.746031746031746,0.3491020202636719,False,False,0.6811941589783262,0.7071141096796775,DDI
514,699,0.7353361945636624,0.7230606079101562,False,False,0.9991150980972163,0.9681325672146707,DDI
710,699,1.0157367668097281,0.3874168395996094,False,True,1.0,0.9922252551600164,DDI
517,690,0.7492753623188406,0.6058273315429688,False,False,0.17661735557762737,0.5449425415922444,DDI
515,697,0.7388809182209469,0.23757553100585938,False,False,0.6866857681930745,0.8024886742441334,DDI
431,486,0.8868312757201646,0.5688323974609375,False,False,0.646051912166249,1.0,DDI
1250,886,1.4108352144469527,0.2952461242675781,False,False,0.30345193679458243,0.34350940212504416,DDI
1306,878,1.4874715261958997,0.06256103515625,False,False,0.3359798825815319,0.35258531827989603,DDI
792,418,1.894736842105263,0.4276618957519531,False,False,1.0,1.0,DDI
532,699,0.7610872675250357,0.5868339538574219,False,True,0.7961986507799348,0.6792023396320991,DDI
523,700,0.7471428571428571,0.023189544677734375,False,False,1.0,0.5625050440848985,DDI
699,703,0.9943100995732574,0.2775306701660156,False,False,0.36715482592443655,0.7453315348669406,DDI
247,237,1.0421940928270041,0.35987091064453125,False,False,0.20485247954860056,0.6292997232097967,DDI
299,455,0.6571428571428571,0.20920181274414062,False,False,0.24537537155639177,1.0,DDI
391,422,0.9265402843601895,0.04528045654296875,False,False,0.07316650575035955,0.3960213619716309,DDI
330,226,1.4601769911504425,0.5669593811035156,False,True,0.38382809966976233,0.6291835634609273,DDI
526,712,0.7387640449438202,0.033306121826171875,False,False,0.27690861598410477,0.8315297910882155,DDI
