split,image_id,area_fraction,overlaps_isic2019
train,ISIC_0000101,0.38988833234146664,False
train,ISIC_0000103,0.39398924509684247,False
train,ISIC_0000104,0.23731231689453125,False
train,ISIC_0000107,0.19564247131347656,False
train,ISIC_0000108,0.18654314676920572,False
train,ISIC_0000109,0.3553476333618164,False
train,ISIC_0000111,0.6033420562744141,False
train,ISIC_0000112,0.20266342163085938,False
train,ISIC_0000113,0.1806818854381887,False
train,ISIC_0000115,0.2164281209309896,False
train,ISIC_0000116,0.3614047368367513,False
train,ISIC_0000117,0.22948710123697916,False
train,ISIC_0000119,0.16963672637939453,False
train,ISIC_0000120,0.42151832580566406,False
train,ISIC_0000122,0.39069175720214844,False
train,ISIC_0000124,0.2411184310913086,False
train,ISIC_0000125,0.014539082845052084,False
train,ISIC_0000126,0.2548942565917969,False
train,ISIC_0000127,0.4293721516927083,False
train,ISIC_0000128,0.15173848470052084,False
train,ISIC_0000129,0.09349950154622395,False
train,ISIC_0000131,0.26021448771158856,False
train,ISIC_0000132,0.04575475056966146,False
train,ISIC_0000133,0.14201068878173828,False
train,ISIC_0000134,0.08986759185791016,False
train,ISIC_0000135,0.10120423981683528,False
train,ISIC_0000136,0.5140606562296549,False
train,ISIC_0000138,0.1796410878499349,False
train,ISIC_0000139,0.2677491243220558,False
train,ISIC_0000140,0.3477774796078685,False
train,ISIC_0000141,0.17194843292236328,False
train,ISIC_0000142,0.36233774820963544,False
train,ISIC_0000143,0.2782270868261952,False
train,ISIC_0000145,0.30443795522054035,False
train,ISIC_0000146,0.370327631632487,False
train,ISIC_0000147,0.4887584050496419,False
train,ISIC_0000150,0.32337220509847003,False
train,ISIC_0000151,0.09932549794514973,False
train,ISIC_0000152,0.22641464874511,False
train,ISIC_0000153,0.27922453703703703,False
train,ISIC_0000154,0.09933535257975261,False
train,ISIC_0000156,0.31413841247558594,False
train,ISIC_0000157,0.33345880239777986,True
train,ISIC_0000159,0.38197549594938884,True
train,ISIC_0000160,0.7110546834923567,True
train,ISIC_0000161,0.4914942904557148,True
train,ISIC_0000162,0.4143720824688797,True
train,ISIC_0000163,0.295245774687243,True
train,ISIC_0000165,0.11401836492226093,True
train,ISIC_0000166,0.49441639153233635,True
train,ISIC_0000167,0.2677112395376644,True
train,ISIC_0000169,0.28178440371661334,True
train,ISIC_0000170,0.38522298657889625,True
train,ISIC_0000171,0.4114799446749654,True
train,ISIC_0000172,0.3582392024528523,True
train,ISIC_0000175,0.22449814054011955,True
train,ISIC_0000176,0.17048223121230807,False
train,ISIC_0000177,0.12244197326172611,False
train,ISIC_0000179,0.41237953103117225,False
train,ISIC_0000181,0.21526895316235506,False
train,ISIC_0000183,0.45996884428055923,False
train,ISIC_0000184,0.4106174369295289,False
train,ISIC_0000186,0.10526851316325,False
train,ISIC_0000188,0.5846181924743842,False
train,ISIC_0000190,0.6023017707105799,True
train,ISIC_0000191,0.13083031695132782,False
train,ISIC_0000193,0.30713398770104067,False
train,ISIC_0000197,0.30208057509112496,False
train,ISIC_0000198,0.19495101157908132,True
train,ISIC_0000201,0.1671120540176659,False
train,ISIC_0000202,0.8070406600270366,False
train,ISIC_0000203,0.9324706290755999,False
train,ISIC_0000204,0.5064349942788057,False
train,ISIC_0000205,0.6826940297926352,False
train,ISIC_0000206,0.1711267311203204,False
train,ISIC_0000207,0.8530039142360524,False
train,ISIC_0000208,0.7230144140194932,False
train,ISIC_0000210,0.08871932209626805,True
train,ISIC_0000211,0.14149398199843305,True
train,ISIC_0000212,0.6873613680735146,True
train,ISIC_0000213,0.38333727348415547,True
train,ISIC_0000214,0.24908948419279522,True
train,ISIC_0000216,0.45780491992580047,True
train,ISIC_0000218,0.23441710265577656,False
train,ISIC_0000219,0.37349549960825923,True
train,ISIC_0000221,0.15792669891030547,True
train,ISIC_0000222,0.5258253486767137,True
train,ISIC_0000223,0.5359864869754575,True
train,ISIC_0000224,0.6144363897596656,True
train,ISIC_0000225,0.0998134153091944,True
train,ISIC_0000226,0.47487372801817823,True
train,ISIC_0000227,0.1646092849715226,True
train,ISIC_0000228,0.38866614121060505,True
train,ISIC_0000230,0.6324762333664411,True
train,ISIC_0000234,0.42727644576757,True
train,ISIC_0000235,0.6482666000693156,True
train,ISIC_0000236,0.4908650716145833,True
train,ISIC_0000239,0.41310373942057294,True
train,ISIC_0000240,0.17276636759440103,True
train,ISIC_0000243,0.44239185474537035,True
train,ISIC_0000244,0.2880744934082031,True
train,ISIC_0000246,0.49055735270182294,True
train,ISIC_0000247,0.11869303385416667,True
train,ISIC_0000249,0.1637751261393229,True
train,ISIC_0000250,0.3130238850911458,True
train,ISIC_0000251,0.10718154907226562,True
train,ISIC_0000252,0.20945909288194445,True
train,ISIC_0000253,0.09870515046296297,True
train,ISIC_0000255,0.19980494181315103,True
train,ISIC_0000258,0.5331637064615885,True
train,ISIC_0000260,0.1643651326497396,True
train,ISIC_0000261,0.08427937825520833,True
train,ISIC_0000262,0.06553593388310185,True
train,ISIC_0000264,0.4820289611816406,True
train,ISIC_0000268,0.5565745035807291,True
train,ISIC_0000269,0.19575783058449073,True
train,ISIC_0000271,0.2064666748046875,True
train,ISIC_0000274,0.3070119222005208,True
train,ISIC_0000275,0.08864847819010417,True
train,ISIC_0000276,0.42429478963216144,True
train,ISIC_0000279,0.57122802734375,True
train,ISIC_0000281,0.2785085042317708,True
train,ISIC_0000282,0.42823537190755206,True
train,ISIC_0000288,0.7910029093424479,True
train,ISIC_0000292,0.6444524129231771,True
train,ISIC_0000293,0.7845878601074219,True
train,ISIC_0000295,0.699125380269448,True
train,ISIC_0000298,0.1138997537302622,True
train,ISIC_0000300,0.47097955599014923,True
train,ISIC_0000301,0.8423986853541938,True
train,ISIC_0000303,0.9089978994640011,True
train,ISIC_0000306,0.13894094958713601,True
train,ISIC_0000307,0.7655254056207446,True
train,ISIC_0000310,0.7384493155149935,True
train,ISIC_0000311,0.7632279443720121,True
train,ISIC_0000313,0.22764106185716354,True
train,ISIC_0000314,0.3300648268868608,True
train,ISIC_0000315,0.16670514631319716,True
train,ISIC_0000316,0.40084700492539477,True
train,ISIC_0000317,0.034962154135882946,True
train,ISIC_0000319,0.15714408590467913,True
train,ISIC_0000320,0.36156154932637985,True
train,ISIC_0000321,0.4384438830943068,True
train,ISIC_0000322,0.2956051716644937,True
train,ISIC_0000323,0.08556515283210199,True
train,ISIC_0000325,0.28284803708532524,True
train,ISIC_0000326,0.15401365348399246,True
train,ISIC_0000328,0.42267628205128205,True
train,ISIC_0000329,0.15083568738229755,True
train,ISIC_0000330,0.1762050919889903,True
train,ISIC_0000331,0.29655584528465884,True
train,ISIC_0000332,0.14013834564682023,True
train,ISIC_0000336,0.13714146023468057,True
train,ISIC_0000338,0.1512770715630885,True
train,ISIC_0000340,0.15486246921628277,True
train,ISIC_0000341,0.23250307837172243,True
train,ISIC_0000342,0.1694394647254817,True
train,ISIC_0000343,0.3242159206142257,True
train,ISIC_0000345,0.05047850572214979,True
train,ISIC_0000348,0.2101169781254527,True
train,ISIC_0000349,0.1278995545415037,True
train,ISIC_0000350,0.19087262784296682,True
train,ISIC_0000351,0.12868951904968853,True
train,ISIC_0000352,0.10923239895697523,True
train,ISIC_0000353,0.23968519122120818,True
train,ISIC_0000354,0.4248085071707953,True
train,ISIC_0000355,0.3912293568013907,True
train,ISIC_0000357,0.08936784731276257,True
train,ISIC_0000358,0.1751797225843836,True
train,ISIC_0000359,0.6798402868318123,True
train,ISIC_0000360,0.08206803201506592,True
train,ISIC_0000361,0.3392456178473128,True
train,ISIC_0000363,0.22772481167608286,True
train,ISIC_0000364,0.47001077430102856,True
train,ISIC_0000365,0.1438074931189338,True
train,ISIC_0000367,0.3623650948862813,True
train,ISIC_0000368,0.6424765500507026,True
train,ISIC_0000372,0.2822640518615095,True
train,ISIC_0000374,0.14529009126466755,True
train,ISIC_0000378,0.3499195329933354,False
train,ISIC_0000380,0.4079786893676724,False
train,ISIC_0000381,0.33649221763623577,False
train,ISIC_0000382,0.2713250448773353,False
train,ISIC_0000383,0.2836739378167921,False
train,ISIC_0000384,0.06663596829534271,False
train,ISIC_0000385,0.17683594315140336,False
train,ISIC_0000386,0.16218637537073205,False
train,ISIC_0000388,0.10199144151475695,False
train,ISIC_0000390,0.4301673041449653,False
train,ISIC_0000391,0.38071950276692706,False
train,ISIC_0000392,0.2781444125705295,False
train,ISIC_0000393,0.5375915809913918,False
train,ISIC_0000395,0.41756269666883683,False
train,ISIC_0000396,0.3266970760233918,False
train,ISIC_0000397,0.22346920437282985,False
train,ISIC_0000403,0.1295622366446036,False
train,ISIC_0000407,0.31840472751193577,False
train,ISIC_0000408,0.6752145555284288,False
train,ISIC_0000409,0.08942122232473347,False
train,ISIC_0000410,0.17296738073380008,False
train,ISIC_0000412,0.3843272778218839,False
train,ISIC_0000415,0.5082842508951823,False
train,ISIC_0000416,0.132276040536386,False
train,ISIC_0000418,0.21953455607096353,False
train,ISIC_0000419,0.32861285739474827,False
train,ISIC_0000420,0.22713512844509548,False
train,ISIC_0000425,0.4251728764286748,False
train,ISIC_0000426,0.5616832309299045,False
train,ISIC_0000427,0.2753659001103154,False
train,ISIC_0000431,0.11140526665581597,False
train,ISIC_0000433,0.5744620429144965,False
train,ISIC_0000434,0.28839874267578125,False
train,ISIC_0000436,0.5073598225911459,False
train,ISIC_0000439,0.07700955426251446,False
train,ISIC_0000442,0.19801132767288773,False
train,ISIC_0000443,0.10394668579101562,False
train,ISIC_0000444,0.10305150349934895,False
train,ISIC_0000447,0.07762245545134103,False
train,ISIC_0000451,0.16254552205403647,False
train,ISIC_0000453,0.2319723058629919,False
train,ISIC_0000455,0.28059681205861786,False
train,ISIC_0000456,0.26063240898980033,False
train,ISIC_0000457,0.35787330573942877,False
train,ISIC_0000458,0.24932228731761455,True
train,ISIC_0000460,0.17658790998564525,True
train,ISIC_0000461,0.3285529375690263,True
train,ISIC_0000463,0.29086170212765955,False
train,ISIC_0000465,0.155712459873168,True
train,ISIC_0000466,0.34529698604413883,True
train,ISIC_0000469,0.26389955470409937,True
train,ISIC_0000470,0.17378344128796616,True
train,ISIC_0000471,0.14650533622418382,True
train,ISIC_0000473,0.17269082446808512,False
train,ISIC_0000474,0.48907383337087096,True
train,ISIC_0000476,0.4611906034695633,True
train,ISIC_0000477,0.3714408212330979,True
train,ISIC_0000480,0.19408090220585641,True
train,ISIC_0000481,0.6889522656905072,True
train,ISIC_0000482,0.24152893066571873,True
train,ISIC_0000483,0.31508009085013255,True
train,ISIC_0000484,0.5254640873333533,True
train,ISIC_0000486,0.18341388096678868,True
train,ISIC_0000487,0.4058718817754308,True
train,ISIC_0000488,0.1652872714839669,True
train,ISIC_0000489,0.27915656994619004,True
train,ISIC_0000490,0.2975029781368125,True
train,ISIC_0000491,0.5196380647944883,True
train,ISIC_0000492,0.15656316227928546,True
train,ISIC_0000493,0.4545179488710216,True
train,ISIC_0000495,0.20909233987935494,True
train,ISIC_0000496,0.2477146216311285,True
train,ISIC_0000498,0.2932209736811399,True
train,ISIC_0000499,0.155613414776443,True
train,ISIC_0000503,0.2369375798805489,True
train,ISIC_0000506,0.10232443917409957,True
train,ISIC_0000507,0.25438564074769066,True
train,ISIC_0000509,0.299607347246682,True
train,ISIC_0000510,0.29849478588620937,True
train,ISIC_0000511,0.5089751139018612,True
train,ISIC_0000513,0.26376116292511376,True
train,ISIC_0000514,0.1300502823463648,True
train,ISIC_0000517,0.7666253300372572,True
train,ISIC_0000519,0.47724363538953996,False
train,ISIC_0000520,0.15613259209526908,False
train,ISIC_0000521,0.5357805887858073,False
train,ISIC_0000522,0.2722532623826723,True
train,ISIC_0000523,0.21649901361937918,True
train,ISIC_0000524,0.3124927072959603,True
train,ISIC_0000525,0.3697283571958317,True
train,ISIC_0000528,0.13485505547741836,True
train,ISIC_0000531,0.18607724432118833,True
train,ISIC_0000534,0.4290867169882658,True
train,ISIC_0000536,0.06319353365065798,True
train,ISIC_0000538,0.17156379545485234,True
train,ISIC_0000539,0.5543669065719649,True
train,ISIC_0000541,0.3158276732786907,True
train,ISIC_0000543,0.2878163574925867,True
train,ISIC_0000544,0.2531344099815007,True
train,ISIC_0000545,0.3948191933240612,True
train,ISIC_0000546,0.33400623843795996,True
train,ISIC_0000548,0.22344314742758323,True
train,ISIC_0000549,0.5317761994139649,True
train,ISIC_0000550,0.3738218534372173,True
train,ISIC_0000552,0.5520121567260105,True
train,ISIC_0000554,0.34008432693735907,True
train,ISIC_0000555,0.19456959254289952,True
train,ISIC_0000882,0.09253616570084824,False
train,ISIC_0000900,0.06837610622952885,False
train,ISIC_0000999,0.08589025888133031,False
train,ISIC_0001102,0.45055544817889176,False
train,ISIC_0001106,0.24810337035123967,False
train,ISIC_0001118,0.5971819680389756,False
train,ISIC_0001119,0.055193583170572914,False
train,ISIC_0001126,0.20535405476888022,False
train,ISIC_0001128,0.1762717918113426,False
train,ISIC_0001131,0.3430283157913773,False
train,ISIC_0001134,0.08148871527777778,False
train,ISIC_0001140,0.2944932573765453,False
train,ISIC_0001142,0.4923270896629051,False
train,ISIC_0001148,0.28751585218641496,False
train,ISIC_0001152,0.6078369713549637,False
train,ISIC_0001163,0.09776795556185437,False
train,ISIC_0001186,0.031198658000377327,False
train,ISIC_0001190,0.030009685377536476,False
train,ISIC_0001191,0.025814462623679355,False
train,ISIC_0001213,0.04206318193966963,False
train,ISIC_0001216,0.033933868229079324,False
train,ISIC_0001242,0.030026226181242663,False
train,ISIC_0001247,0.0574394591941715,False
train,ISIC_0001254,0.06709895570882674,False
train,ISIC_0001262,0.04701426288107836,False
train,ISIC_0001267,0.05747702244478038,False
train,ISIC_0001275,0.05595890941253044,False
train,ISIC_0001292,0.05464452370454355,False
train,ISIC_0001296,0.05382945037582934,False
train,ISIC_0001306,0.033609759490215836,False
train,ISIC_0001367,0.06297618391492399,False
train,ISIC_0001372,0.05982611987696313,False
train,ISIC_0001374,0.07240341159611993,False
train,ISIC_0001385,0.07475956238977072,False
train,ISIC_0001423,0.07457781530822205,False
train,ISIC_0001427,0.06527459556353406,False
train,ISIC_0001442,0.07891776502267574,False
train,ISIC_0001871,0.03380052831317712,False
train,ISIC_0001960,0.04755458317586294,False
train,ISIC_0002093,0.20460981460485428,False
train,ISIC_0002107,0.13427270985554715,False
train,ISIC_0002206,0.050129224143361045,False
train,ISIC_0002246,0.07069108507600572,False
train,ISIC_0002251,0.10983888154027042,False
train,ISIC_0002287,0.11461991239396993,False
train,ISIC_0002374,0.05160928183001596,False
train,ISIC_0002438,0.07394399696607037,False
train,ISIC_0002459,0.08755370396615436,False
train,ISIC_0002469,0.08863664099899218,False
train,ISIC_0002476,0.06532675763206518,False
train,ISIC_0002488,0.05026077753632317,False
train,ISIC_0002647,0.0407766021979289,False
train,ISIC_0002780,0.05556449013709542,False
train,ISIC_0002829,0.08479206690392206,False
train,ISIC_0002836,0.09690044990986081,False
train,ISIC_0002871,0.04004610462435016,False
train,ISIC_0002879,0.07789912840136054,False
train,ISIC_0002885,0.07491829498050478,False
train,ISIC_0002948,0.056959502551020405,False
train,ISIC_0002975,0.04016713090097267,False
train,ISIC_0002976,0.039831811142671474,False
train,ISIC_0003005,0.08506419543125893,False
train,ISIC_0003056,0.032907355777293305,False
train,ISIC_0003174,0.04732411869068615,False
train,ISIC_0003346,0.029249381603219857,False
train,ISIC_0003462,0.026524739911396658,False
train,ISIC_0003539,0.052004598135550514,False
train,ISIC_0003559,0.04789078549492705,False
train,ISIC_0003582,0.1762498884584698,False
train,ISIC_0003657,0.055994668314856805,False
train,ISIC_0003728,0.050940032648862016,False
train,ISIC_0003805,0.02244806101452927,False
train,ISIC_0004110,0.13321011274880323,False
train,ISIC_0004168,0.030971099121666946,False
train,ISIC_0004309,0.03358200766707194,False
train,ISIC_0004337,0.03415844539976484,False
train,ISIC_0004346,0.0397974193725893,False
train,ISIC_0004715,0.08089040979045939,False
train,ISIC_0004985,0.055772724116426295,False
train,ISIC_0005000,0.03273749023189997,False
train,ISIC_0005187,0.05657271589191232,False
train,ISIC_0005247,0.09525449840429999,False
train,ISIC_0005620,0.06526048884059797,False
train,ISIC_0005787,0.10687515747039557,False
train,ISIC_0006021,0.06719529546788529,False
train,ISIC_0006114,0.04916996698370706,False
train,ISIC_0006350,0.11938109541656168,False
train,ISIC_0006612,0.06255428986562972,False
train,ISIC_0006651,0.04654070347274712,False
train,ISIC_0006671,0.028506570452254975,False
train,ISIC_0006711,0.035324851558569514,False
train,ISIC_0006776,0.06760236887965063,False
train,ISIC_0006795,0.05917898328756498,False
train,ISIC_0006800,0.08000709929033342,False
train,ISIC_0006940,0.06212201806976354,False
train,ISIC_0006982,0.18728347820609725,False
train,ISIC_0007038,0.03333381372631226,False
train,ISIC_0007087,0.11619412425464012,False
train,ISIC_0007141,0.16460528076971528,False
train,ISIC_0007156,0.06311298632107164,False
train,ISIC_0007241,0.05690586419753087,False
train,ISIC_0007322,0.0650676731773017,False
train,ISIC_0007332,0.08706242913832199,False
train,ISIC_0007344,0.08575099600025195,False
train,ISIC_0007475,0.12893675988914083,False
train,ISIC_0007528,0.02720596340388007,False
train,ISIC_0007557,0.12883358397371295,False
train,ISIC_0007760,0.07419824604224406,False
train,ISIC_0007788,0.10161842756896697,False
train,ISIC_0008029,0.05798624394704847,False
train,ISIC_0008116,0.06525425563744017,False
train,ISIC_0008207,0.03470768305592822,False
train,ISIC_0008236,0.06593852192688245,False
train,ISIC_0008280,0.05933550117577895,False
train,ISIC_0008294,0.030307146006550767,False
train,ISIC_0008347,0.033973173109173235,False
train,ISIC_0008396,0.02984272152230421,False
train,ISIC_0008406,0.038477594253102466,False
train,ISIC_0008507,0.04951235745430153,False
train,ISIC_0008528,0.0858842746415395,False
train,ISIC_0008541,0.03112389684303203,False
train,ISIC_0008552,0.040001640978743924,False
train,ISIC_0008626,0.10025250110053664,False
train,ISIC_0008659,0.033764775359508635,False
train,ISIC_0008879,0.031692834982391414,False
train,ISIC_0008913,0.16613755201345798,False
train,ISIC_0008992,0.04130287816535301,False
train,ISIC_0008993,0.07118514844209288,False
train,ISIC_0008998,0.36467886602800603,False
train,ISIC_0009035,0.11656206109550561,False
train,ISIC_0009078,0.05937700118627698,False
train,ISIC_0009083,0.06045434476144558,False
train,ISIC_0009160,0.06897744630259511,False
train,ISIC_0009165,0.054211419639862486,False
train,ISIC_0009201,0.136972102706272,False
train,ISIC_0009252,0.0616383416792643,False
train,ISIC_0009297,0.05196326238365755,False
train,ISIC_0009298,0.07149320222098776,False
train,ISIC_0009344,0.06015341677322656,False
train,ISIC_0009430,0.07729893654992862,False
train,ISIC_0009504,0.030911650490524904,False
train,ISIC_0009533,0.06117714512933926,False
train,ISIC_0009564,0.031151737799765218,False
train,ISIC_0009583,0.0478947978681033,False
train,ISIC_0009758,0.12369808069832872,False
train,ISIC_0009800,0.05476545467885292,False
train,ISIC_0009860,0.04114836085548382,False
train,ISIC_0009869,0.057950337727864586,True
train,ISIC_0009873,0.26189295450846356,True
train,ISIC_0009877,0.24605941772460938,True
train,ISIC_0009879,0.2823346455891927,True
train,ISIC_0009883,0.17577997843424478,True
train,ISIC_0009884,0.10867563883463542,True
train,ISIC_0009885,0.059757232666015625,True
train,ISIC_0009888,0.10805511474609375,True
train,ISIC_0009889,0.10344187418619792,True
train,ISIC_0009891,0.18711980183919272,True
train,ISIC_0009896,0.3431816101074219,True
train,ISIC_0009897,0.609717051188151,True
train,ISIC_0009898,0.20577112833658853,True
train,ISIC_0009899,0.33490626017252606,True
train,ISIC_0009901,0.32477696736653644,True
train,ISIC_0009904,0.4584808349609375,True
train,ISIC_0009909,0.2045745849609375,True
train,ISIC_0009910,0.3956947326660156,True
train,ISIC_0009914,0.19785944620768228,True
train,ISIC_0009915,0.3694877624511719,True
train,ISIC_0009917,0.10887781778971355,True
train,ISIC_0009918,0.5366312662760416,True
train,ISIC_0009919,0.33491261800130206,True
train,ISIC_0009920,0.3166160583496094,True
train,ISIC_0009921,0.649389902750651,True
train,ISIC_0009925,0.3154767354329427,True
train,ISIC_0009927,0.15371322631835938,True
train,ISIC_0009928,0.6059544881184896,True
train,ISIC_0009929,0.021859486897786457,True
train,ISIC_0009930,0.024401346842447918,True
train,ISIC_0009931,0.31331125895182294,True
train,ISIC_0009932,0.2458648681640625,True
train,ISIC_0009933,0.19576263427734375,True
train,ISIC_0009934,0.8597462972005209,True
train,ISIC_0009935,0.14170455932617188,True
train,ISIC_0009936,0.0364532470703125,True
train,ISIC_0009937,0.07423655192057292,True
train,ISIC_0009938,0.2515856424967448,True
train,ISIC_0009939,0.24803924560546875,True
train,ISIC_0009941,0.16626103719075522,True
train,ISIC_0009942,0.19519678751627603,True
train,ISIC_0009943,0.12137858072916667,True
train,ISIC_0009944,0.13037618001302084,True
train,ISIC_0009946,0.2756601969401042,True
train,ISIC_0009947,0.162078857421875,True
train,ISIC_0009948,0.5015474955240885,True
train,ISIC_0009949,0.20463689168294272,True
train,ISIC_0009950,0.255035400390625,True
train,ISIC_0009951,0.3275413513183594,True
train,ISIC_0009953,0.3777313232421875,True
train,ISIC_0009954,0.1302490234375,True
train,ISIC_0009955,0.14735539754231772,True
train,ISIC_0009956,0.2709147135416667,True
train,ISIC_0009958,0.15007654825846353,True
train,ISIC_0009960,0.036557515462239586,True
train,ISIC_0009961,0.3815409342447917,True
train,ISIC_0009962,0.6786053975423177,True
train,ISIC_0009964,0.06544876098632812,True
train,ISIC_0009965,0.3989512125651042,True
train,ISIC_0009966,0.20275243123372397,True
train,ISIC_0009967,0.1793085734049479,True
train,ISIC_0009970,0.6512336730957031,True
train,ISIC_0009971,0.031361897786458336,True
train,ISIC_0009972,0.10383351643880208,True
train,ISIC_0009973,0.2700309753417969,True
train,ISIC_0009974,0.4135576883951823,True
train,ISIC_0009975,0.21889114379882812,True
train,ISIC_0009976,0.12169392903645833,True
train,ISIC_0009977,0.14774958292643228,True
train,ISIC_0009978,0.20202000935872397,True
train,ISIC_0009979,0.10319900512695312,True
train,ISIC_0009980,0.8788223266601562,True
train,ISIC_0009981,0.0699323018391927,True
train,ISIC_0009982,0.13428115844726562,True
train,ISIC_0009987,0.24824396769205728,True
train,ISIC_0009988,0.9541473388671875,True
train,ISIC_0009990,0.972052256266276,True
train,ISIC_0009991,0.2657051086425781,True
train,ISIC_0009992,0.5163625081380209,True
train,ISIC_0009993,0.28316497802734375,True
train,ISIC_0009994,0.1670659383138021,True
train,ISIC_0009995,0.9240023295084635,True
train,ISIC_0009998,0.24921290079752603,True
train,ISIC_0010002,0.29693349202473956,True
train,ISIC_0010003,0.05585606892903646,True
train,ISIC_0010005,0.5600115458170573,True
train,ISIC_0010009,0.0628649393717448,True
train,ISIC_0010011,0.25733311971028644,True
train,ISIC_0010013,0.1703364054361979,True
train,ISIC_0010014,0.15669377644856772,True
train,ISIC_0010015,0.2853800455729167,True
train,ISIC_0010016,0.06443277994791667,True
train,ISIC_0010017,0.42193857828776044,True
train,ISIC_0010020,0.4676869710286458,True
train,ISIC_0010021,0.5331103006998698,True
train,ISIC_0010023,0.28891245524088544,True
train,ISIC_0010025,0.16356277465820312,True
train,ISIC_0010028,0.19183985392252603,True
train,ISIC_0010029,0.4354845682779948,True
train,ISIC_0010034,0.3618278503417969,True
train,ISIC_0010037,0.8284886678059896,True
train,ISIC_0010038,0.5370292663574219,True
train,ISIC_0010041,0.8342119852701823,True
train,ISIC_0010042,0.15080769856770834,True
train,ISIC_0010044,0.16457621256510416,True
train,ISIC_0010046,0.13302993774414062,True
train,ISIC_0010047,0.2967185974121094,True
train,ISIC_0010053,0.07439804077148438,True
train,ISIC_0010054,0.31338246663411456,True
train,ISIC_0010055,0.2231165568033854,True
train,ISIC_0010056,0.9608230590820312,True
train,ISIC_0010057,0.5755449930826823,True
train,ISIC_0010058,0.26485443115234375,True
train,ISIC_0010061,0.08742141723632812,True
train,ISIC_0010062,0.7452265421549479,True
train,ISIC_0010064,0.14105097452799478,True
train,ISIC_0010066,0.29105377197265625,True
train,ISIC_0010067,0.2124455769856771,True
train,ISIC_0010069,0.08292516072591145,True
train,ISIC_0010070,0.2933947245279948,True
train,ISIC_0010071,0.8017807006835938,True
train,ISIC_0010073,0.2915153503417969,True
train,ISIC_0010074,0.2362187703450521,True
train,ISIC_0010075,0.6243006388346354,True
