image_id,image_path,mask_path,height,width,area_pixels,area_fraction,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,bbox_area_fraction,bbox_aspect_ratio,touches_border,touches_left,touches_right,touches_top,touches_bottom,component_count,largest_component_fraction
ISIC_0000014,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000014.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000014_segmentation.png,767,1022,219922,0.28055784475566226,127,135,807,640,681,506,0.4395936081564129,1.3458498023715415,False,False,False,False,False,1,1.0
ISIC_0000015,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000015.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000015_segmentation.png,767,1022,178521,0.2277419585290493,177,111,725,621,549,511,0.3578878748370274,1.0743639921722115,False,False,False,False,False,1,1.0
ISIC_0000016,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000016.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000016_segmentation.png,767,1022,163125,0.20810104685191752,247,27,737,514,491,488,0.3056715747683939,1.0061475409836065,False,False,False,False,False,1,1.0
ISIC_0000017,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000017.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000017_segmentation.png,1129,1504,261985,0.15428888773721802,424,261,1008,872,585,612,0.21084606976612705,0.9558823529411765,False,False,False,False,False,1,1.0
ISIC_0000018,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000018.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000018_segmentation.png,1129,1504,400005,0.23557198518741873,194,213,1174,852,981,640,0.3697491660855964,1.5328125,False,False,False,False,False,1,1.0
ISIC_0000019,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000019.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000019_segmentation.png,1129,1504,545924,0.32150698226636265,210,227,1142,1013,933,787,0.43242878747903435,1.1855146124523508,False,False,False,False,False,1,1.0
ISIC_0000020,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000020.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000020_segmentation.png,1129,1504,406746,0.239541912443699,294,149,938,1094,645,946,0.35934290371822175,0.6818181818181818,False,False,False,False,False,1,1.0
ISIC_0000021,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000021.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000021_segmentation.png,1129,1504,431267,0.25398288355351184,190,107,1088,1054,899,948,0.5019104649190584,0.9483122362869199,False,False,False,False,False,1,1.0
ISIC_0000022,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000022.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000022_segmentation.png,1129,1504,694575,0.40905091589242976,151,116,1347,935,1197,820,0.5780510902135197,1.4597560975609756,False,False,False,False,False,1,1.0
ISIC_0000023,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000023.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000023_segmentation.png,1129,1504,300761,0.17712495053050148,576,261,1245,830,670,570,0.22490954148841943,1.1754385964912282,False,False,False,False,False,1,1.0
ISIC_0000024,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000024.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000024_segmentation.png,1129,1504,565139,0.33282313005295594,340,133,1270,1035,931,903,0.4951031085690594,1.0310077519379846,False,False,False,False,False,1,1.0
ISIC_0000025,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000025.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000025_segmentation.png,1129,1504,333050,0.1961406724082694,396,253,1092,970,697,718,0.2947239601982549,0.9707520891364902,False,False,False,False,False,1,1.0
ISIC_0000026,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000026.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000026_segmentation.png,1129,1504,906051,0.5335939119537154,80,88,1461,1060,1382,973,0.7919159772346079,1.420349434737924,False,False,False,False,False,1,1.0
ISIC_0000027,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000027.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000027_segmentation.png,1129,1504,323129,0.19029797127942258,366,173,1010,952,645,780,0.29628696078246614,0.8269230769230769,False,False,False,False,False,1,1.0
ISIC_0000028,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000028.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000028_segmentation.png,1129,1504,407653,0.24007606524320146,272,271,1174,946,903,676,0.3594948457493922,1.3357988165680474,False,False,False,False,False,1,1.0
ISIC_0000029,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000029.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000029_segmentation.png,1129,1504,658297,0.3876859817575335,298,97,1248,1070,951,974,0.5455036937225562,0.9763860369609856,False,False,False,False,False,1,1.0
ISIC_0000030,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000030.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000030_segmentation.png,1129,1503,844635,0.49775559598252567,247,23,1372,1107,1126,1085,0.7199713357459866,1.0377880184331798,False,False,False,False,False,1,1.0
ISIC_0000031,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000031.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000031_segmentation.png,1129,1504,553757,0.32612001300341104,186,150,1194,1005,1009,856,0.5086548065507038,1.1787383177570094,False,False,False,False,False,1,1.0
ISIC_0000032,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000032.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000032_segmentation.png,1129,1504,559052,0.32923835817801483,312,193,1132,1064,821,872,0.4216167574392703,0.9415137614678899,False,False,False,False,False,1,1.0
ISIC_0000034,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000034.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000034_segmentation.png,1129,1504,349738,0.20596861278103387,366,333,1258,866,893,534,0.2808348095659876,1.6722846441947565,False,False,False,False,False,1,1.0
ISIC_0000035,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000035.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000035_segmentation.png,1129,1504,790488,0.4655362493639636,174,73,1326,1012,1153,940,0.6382860938883969,1.226595744680851,False,False,False,False,False,1,1.0
ISIC_0000036,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000036.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000036_segmentation.png,1129,1504,666158,0.3923155023274221,123,168,1188,1028,1066,861,0.5405284755856247,1.2380952380952381,False,False,False,False,False,1,1.0
ISIC_0000037,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000037.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000037_segmentation.png,1129,1504,729776,0.4297815803855794,135,17,1372,1018,1238,1002,0.7305443529389594,1.2355289421157685,False,False,False,False,False,1,1.0
ISIC_0000038,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000038.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000038_segmentation.png,1129,1504,887122,0.5224461960311328,15,135,1381,1054,1367,920,0.7406526204700074,1.4858695652173912,False,False,False,False,False,1,1.0
ISIC_0000039,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000039.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000039_segmentation.png,1129,1504,375622,0.22121228539660404,350,243,1088,928,739,686,0.29855666848840057,1.0772594752186588,False,False,False,False,False,1,1.0
ISIC_0000040,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000040.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000040_segmentation.png,1129,1504,456060,0.2685840416109153,333,164,1189,921,857,758,0.38256765542845295,1.1306068601583112,False,False,False,False,False,1,1.0
ISIC_0000041,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000041.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000041_segmentation.png,1129,1504,117643,0.06928262160073874,434,307,818,768,385,462,0.10475166311742645,0.8333333333333334,False,False,False,False,False,1,1.0
ISIC_0000042,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000042.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000042_segmentation.png,1129,1504,569203,0.33521651150519194,314,124,1163,1055,850,932,0.46654448485762207,0.9120171673819742,False,False,False,False,False,1,1.0
ISIC_0000043,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000043.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000043_segmentation.png,1129,1504,696187,0.4100002591259446,196,144,1224,1091,1029,948,0.5744892863200347,1.0854430379746836,False,False,False,False,False,1,1.0
ISIC_0000044,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000044.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000044_segmentation.png,1129,1504,866075,0.5100511420387087,118,71,1350,1012,1233,942,0.6840253566515274,1.3089171974522293,False,False,False,False,False,1,1.0
ISIC_0000045,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000045.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000045_segmentation.png,1129,1504,546475,0.32183147861975386,226,17,1086,868,861,852,0.43201713058063057,1.0105633802816902,False,False,False,False,False,1,1.0
ISIC_0000046,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000046.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000046_segmentation.png,1129,1504,646256,0.3805947647136423,158,149,1262,974,1105,826,0.5375273260087067,1.337772397094431,False,False,False,False,False,1,1.0
ISIC_0000047,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000047.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000047_segmentation.png,1129,1504,419095,0.24681451764883253,256,198,1041,931,786,734,0.33976358291087955,1.0708446866485013,False,False,False,False,False,1,1.0
ISIC_0000048,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000048.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000048_segmentation.png,1129,1504,216375,0.12742812788572075,379,285,857,946,479,662,0.1867461790701619,0.7235649546827795,False,False,False,False,False,1,1.0
ISIC_0000049,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000049.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000049_segmentation.png,1129,1504,1113674,0.655867789231668,112,3,1419,1071,1308,1069,0.8234622053031302,1.2235734331150607,False,False,False,False,False,1,1.0
ISIC_0000050,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000050.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000050_segmentation.png,1129,1504,478932,0.28205387935096016,304,196,1324,919,1021,724,0.4353339426719183,1.410220994475138,False,False,False,False,False,1,1.0
ISIC_0000051,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000051.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000051_segmentation.png,1129,1504,487859,0.2873111914139796,212,191,1218,990,1007,800,0.4744360477168649,1.25875,False,False,False,False,False,1,1.0
ISIC_0000052,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000052.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000052_segmentation.png,1129,1504,1048706,0.6176066656615721,192,3,1413,1125,1222,1123,0.808182019486271,1.0881567230632234,False,False,False,False,False,1,1.0
ISIC_0000053,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000053.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000053_segmentation.png,1129,1504,939662,0.5533881895105818,104,15,1241,1118,1138,1104,0.7398940881593578,1.0307971014492754,False,False,False,False,False,1,1.0
ISIC_0000054,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000054.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000054_segmentation.png,1129,1504,359096,0.21147975048527223,352,259,1100,1002,749,744,0.3281806531858357,1.006720430107527,False,False,False,False,False,1,1.0
ISIC_0000055,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000055.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000055_segmentation.png,1129,1504,716401,0.4219047405913725,424,75,1474,1126,1051,1052,0.6511434521229482,0.9990494296577946,False,False,False,False,False,1,1.0
ISIC_0000056,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000056.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000056_segmentation.png,1129,1504,844468,0.4973262913894804,299,41,1395,1043,1097,1003,0.6479862380566497,1.0937188434695913,False,False,False,False,False,1,1.0
ISIC_0000057,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000057.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000057_segmentation.png,1129,1504,333218,0.19623961140531068,416,334,1041,1070,626,737,0.27170650924372913,0.8493894165535957,False,False,False,False,False,1,1.0
ISIC_0000058,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000058.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000058_segmentation.png,1129,1504,803772,0.47335949720143977,231,78,1322,1096,1092,1019,0.6553224469027382,1.071638861629048,False,False,False,False,False,1,1.0
ISIC_0000059,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000059.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000059_segmentation.png,1129,1504,725578,0.42730928330475093,138,152,1245,1021,1108,870,0.5676978308802744,1.2735632183908046,False,False,False,False,False,1,1.0
ISIC_0000060,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000060.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000060_segmentation.png,1129,1504,857785,0.505168973672804,112,94,1152,1118,1041,1025,0.6283951387972787,1.015609756097561,False,False,False,False,False,1,1.0
ISIC_0000061,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000061.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000061_segmentation.png,1129,1504,543000,0.3197849725797637,302,201,1206,1048,905,848,0.451962761246066,1.0672169811320755,False,False,False,False,False,1,1.0
ISIC_0000062,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000062.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000062_segmentation.png,1129,1504,139452,0.0821264346154571,504,309,874,850,371,542,0.11842173454195956,0.6845018450184502,False,False,False,False,False,1,1.0
ISIC_0000063,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000063.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000063_segmentation.png,1129,1504,735276,0.43302065469347756,208,109,1215,1125,1008,1017,0.6037257599457249,0.9911504424778761,False,False,False,False,False,1,1.0
ISIC_0000064,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000064.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000064_segmentation.png,1129,1504,573651,0.3378360392363794,260,175,1104,1058,845,884,0.43991340482068486,0.9558823529411765,False,False,False,False,False,1,1.0
ISIC_0000065,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000065.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000065_segmentation.png,1129,1504,437113,0.2574257250815069,168,311,1388,856,1221,546,0.39261467500895164,2.2362637362637363,False,False,False,False,False,1,1.0
ISIC_0000066,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000066.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000066_segmentation.png,722,962,351650,0.5062888373137681,30,10,840,684,811,675,0.7881563110094966,1.2014814814814814,False,False,False,False,False,1,1.0
ISIC_0000067,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000067.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000067_segmentation.png,722,962,191824,0.2761790130211183,124,78,620,645,497,568,0.4064362679321128,0.875,False,False,False,False,False,1,1.0
ISIC_0000068,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000068.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000068_segmentation.png,722,962,252687,0.36380664704764426,91,130,788,633,698,504,0.5064932821165509,1.3849206349206349,False,False,False,False,False,1,1.0
ISIC_0000069,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000069.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000069_segmentation.png,767,1022,102704,0.13102105695558214,241,223,715,556,475,334,0.20239222119881511,1.4221556886227544,False,False,False,False,False,1,1.0
ISIC_0000071,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000071.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000071_segmentation.png,767,1022,70619,0.09008973380926016,273,247,657,498,385,252,0.12376989158971978,1.5277777777777777,False,False,False,False,False,1,1.0
ISIC_0000072,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000072.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000072_segmentation.png,767,1022,96534,0.1231498939880644,312,220,651,625,340,406,0.17609973031380044,0.8374384236453202,False,False,False,False,False,1,1.0
ISIC_0000073,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000073.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000073_segmentation.png,767,1022,269618,0.343955788812998,125,127,897,626,773,500,0.4930639362958843,1.546,False,False,False,False,False,1,1.0
ISIC_0000074,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000074.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000074_segmentation.png,767,1022,290818,0.3710009516835614,40,51,1015,635,976,585,0.7283823675743806,1.6683760683760684,False,False,False,False,False,1,1.0
ISIC_0000075,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000075.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000075_segmentation.png,767,1022,485147,0.6189094165643968,76,1,941,762,866,762,0.8418342743859345,1.136482939632546,False,False,False,False,False,1,1.0
ISIC_0000077,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000077.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000077_segmentation.png,1129,1504,704081,0.41464921414168066,275,175,1258,1116,984,942,0.5458888491038953,1.0445859872611465,False,False,False,False,False,1,1.0
ISIC_0000078,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000078.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000078_segmentation.png,1129,1504,190555,0.11222214631664248,505,304,1020,864,516,561,0.1704789589732959,0.9197860962566845,False,False,False,False,False,1,1.0
ISIC_0000079,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000079.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000079_segmentation.png,1129,1504,101028,0.05949767257787913,481,401,968,772,488,372,0.10691065337429094,1.3118279569892473,False,False,False,False,False,1,1.0
ISIC_0000080,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000080.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000080_segmentation.png,1944,2592,933866,0.18533323489813544,674,457,1883,1497,1210,1041,0.249979757277854,1.1623439000960616,False,False,False,False,False,1,1.0
ISIC_0000081,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000081.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000081_segmentation.png,1536,2048,358896,0.1140899658203125,558,417,1328,1189,771,773,0.18945789337158203,0.9974126778783958,False,False,False,False,False,1,1.0
ISIC_0000082,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000082.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000082_segmentation.png,1536,2048,814134,0.2588062286376953,543,129,1548,1313,1006,1185,0.37896156311035156,0.8489451476793249,False,False,False,False,False,1,1.0
ISIC_0000085,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000085.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000085_segmentation.png,1536,2048,405093,0.12877559661865234,646,444,1486,1206,841,763,0.20398553212483725,1.1022280471821757,False,False,False,False,False,1,1.0
ISIC_0000086,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000086.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000086_segmentation.png,1944,2592,1183945,0.2349634281486562,391,485,2121,1417,1731,933,0.3205143318472794,1.855305466237942,False,False,False,False,False,1,1.0
ISIC_0000087,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000087.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000087_segmentation.png,1536,2048,1217582,0.38705889383951825,249,244,1913,1225,1665,982,0.5197620391845703,1.695519348268839,False,False,False,False,False,1,1.0
ISIC_0000088,data/raw/isic2018/images/ISIC2018_Task1-2_Training_Input/ISIC_0000088.jpg,data/raw/isic2018/masks/ISIC2018_Task1_Training_GroundTruth/ISIC_0000088_segmentation.png,1536,2048,693024,0.220306396484375,510,171,1488,1336,979,1166,0.3628775278727214,0.839622641509434,False,False,False,False,False,1,1.0
